id,title,game,dateposted
OCR00543,"Golden Axe 2002","Golden Axe",2002-02-21
OCR02026,"Battle Axe-Wielding Dwarf","Golden Axe II",2010-04-22
OCR03329,"Ravaged Metal","Golden Axe II",2016-04-06
OCR02497,"Rebirth of Venus","Golden Sun",2012-09-20
OCR01315,"Sol Sanctum Guitar","Golden Sun",2005-02-20
OCR03353,"Village Beautification in 5/4","Golden Sun",2016-05-16
OCR02896,"Rebirth of Mars","Golden Sun: The Lost Age",2014-05-27
OCR00227,"Controlled Jazz","GoldenEye 007",2000-12-31
OCR02046,"Creeper at the Train Depot","GoldenEye 007",2010-06-04
OCR00148,"Facility (Hacker Mix)","GoldenEye 007",2000-10-20
OCR00041,"Horizontal Armada","Gradius",2000-04-11
OCR00034,"Perfect Selection","Gradius",2000-03-20
OCR00035,"X","Gradius",2000-03-20
OCR03371,"The Heavens Are Calling","Gradius Gaiden",2016-06-20
OCR01830,"Declaration of War","Gradius III",2009-04-16
OCR02025,"Space Ace","Gradius III",2010-04-20
OCR01457,"Stupid Damn Vehicle","Gran Turismo",2006-02-19
OCR01676,"Cruise Control","Gran Turismo 3 A-spec",2008-01-26
OCR02108,"Lunar Dioxide","Gran Turismo 3 A-spec",2010-10-08
OCR01463,"A Deus ex Harpa (Second Seal Mix)","Grandia II",2006-03-14
OCR01126,"The Greatest Greed","Great Greed",2004-02-23
OCR00583,"HardCore","Green Beret",2002-04-09
OCR01690,"The Enlightened Alaskan","Grim Fandango",2008-03-07
OCR03496,"Mordrem Stomp","Guild Wars 2",2017-02-09
OCR03280,"One Wintersday Night","Guild Wars 2",2015-12-24
OCR03240,"The End of Madness","Guild Wars 2",2015-10-20
OCR01664,"Alpha Blade","Guilty Gear X",2007-12-25
OCR01601,"Destroy Movements","Guilty Gear X2",2007-07-26
OCR03075,"May the Stars Light Your Way","Guilty Gear Xrd -SIGN-",2015-02-02
OCR01823,"Space Cowboy","Gun.Smoke",2009-04-02
OCR00189,"Spaghetti Cowboy","Gun.Smoke",2000-11-28
OCR00837,"The Smoking Guns of Liberation","Gun.Smoke",2002-11-11
OCR03144,"Signs of Lust","Gunbird 2",2015-06-04
OCR02741,"Be Aggressive!","Gunstar Heroes",2013-09-09
OCR03077,"Boiling Point","Gunstar Heroes",2015-02-04
OCR02964,"Bullet Hell","Gunstar Heroes",2014-08-27
OCR02773,"Challenge Accepted!","Gunstar Heroes",2013-11-07
OCR00627,"Deep Mine","Gunstar Heroes",2002-05-13
OCR02738,"Lightning Chaser","Gunstar Heroes",2013-09-09
OCR02952,"Loadout (Single-Player Edit)","Gunstar Heroes",2014-08-11
OCR02891,"Nice Legs","Gunstar Heroes",2014-05-17
OCR02742,"No Time to Rest","Gunstar Heroes",2013-09-09
OCR02739,"Pursued by the Subordinate of Ignorant Sin","Gunstar Heroes",2013-09-09
OCR02740,"Rolling Gun Changer","Gunstar Heroes",2013-09-09
OCR02802,"Square Zero","Gunstar Heroes",2013-12-30
OCR00283,"Time to Choose","Half-Life",2001-02-22
OCR02703,"Fearful Minds","Half-Life 2",2013-07-10
OCR02931,"I Tried","Half-Life 2",2014-07-08
OCR03437,"With Indifference","Half-Life: Opposing Force",2016-10-14
OCR02213,"Immortalized","Halo 3",2011-03-31
OCR03453,"The Eye of Osiris","Halo 5: Guardians",2016-11-21
OCR01161,"Fall from Above (You Can't Stop)","Halo: Combat Evolved",2004-04-21
OCR01354,"Insurrection","Halo: Combat Evolved",2005-05-19
OCR01182,"Mahabharath Highlands","Halo: Combat Evolved",2004-05-24
OCR01152,"Ruined Desert","Halo: Combat Evolved",2004-04-05
OCR03198,"Sierra-117","Halo: Combat Evolved",2015-08-31
OCR00779,"Journey to the Finish","Hang-On",2002-09-18
OCR02959,"Coming to Chimerica","Harlequin",2014-08-20
OCR02484,"Four Seasons of the Blues","Harvest Moon",2012-08-25
OCR02600,"Hogs of War","Hedgewars",2013-02-05
OCR00462,"The Meadows","Heroes of Might and Magic II: The Succession Wars",2001-11-22
OCR00085,"Breach of Contract","Herzog Zwei",2000-07-22
OCR01590,"Fast Cars, Russian Cigars","Highway Hunter",2007-06-23
OCR01593,"The Final Stretch","Highway Hunter",2007-07-01
OCR01075,"Chained to a Barcode","Hitman: Codename 47",2003-11-18
OCR01883,"Contract Cleaner","Hitman: Codename 47",2009-07-28
OCR02999,"Who's There?","Hotline Miami",2014-10-09
OCR01176,"Snow Cone Heaven","Ice Climber",2004-05-23
OCR00339,"Easthaven's Club","Icewind Dale",2001-05-05
OCR01157,"Icon","Ico",2004-04-15
OCR01056,"Save Me (OCR Edit)","Ico",2003-10-19
OCR02759,"Take My Hand","Ico",2013-10-16
OCR03226,"Enter the Illusion","Illusion City",2015-09-28
OCR01708,"Will Is the Lord","Illusion of Gaia",2008-05-03
OCR00894,"Will's Journey","Illusion of Gaia",2003-01-03
OCR03380,"Iso ilo","ilomilo",2016-06-29
OCR02511,"Strange Rock in the Heavens","Impulse",2012-10-18
OCR01077,"Inquisition","IronSword: Wizards & Warriors II",2003-11-27
OCR00836,"Sword Foundry","IronSword: Wizards & Warriors II",2002-11-08
OCR00677,"Mounted Machine Gun Funk","Jackal",2002-06-16
OCR01829,"Battle ~ Trials of a Cocoon Master","Jade Cocoon: Story of the Tamamayu",2009-04-15
OCR01728,"Legend of Arcana ~ Tale of the Nagi","Jade Cocoon: Story of the Tamamayu",2008-06-29
OCR01629,"People Made of Stone","Jade Cocoon: Story of the Tamamayu",2007-10-08
OCR01733,"Global Empire","Jade Empire",2008-07-19
OCR03319,"Comeback of the Green Rabbit","Jazz Jackrabbit",2016-03-12
OCR01598,"Jackrabbit Transformer","Jazz Jackrabbit 2",2007-07-03
OCR02227,"Jazz Castle Adventure","Jazz Jackrabbit 2",2011-04-22
OCR03134,"Medieval Rave","Jazz Jackrabbit 2",2015-05-19
OCR03377,"Sanfter Flügel Weilt","Jazz Jackrabbit 2",2016-06-27
OCR01146,"Late Night Sneakin'","Jet Grind Radio",2004-03-26
OCR00307,"Going Home","Journey to Silius",2001-03-27
OCR01223,"Before Time","Jurassic Park",2004-07-27
OCR00688,"New Age Gipsy Dance Mix","Jurassic Park",2002-06-24
OCR01474,"Concerto for Velociraptor","Jurassic Park",2006-05-08
OCR00407,"Raptor Waltz","Jurassic Park",2001-08-22
OCR00572,"Everything Remains Jurassic","Jurassic Park",2002-03-21
OCR01204,"Take the Red Pill","Kabuki: Quantum Fighter",2004-06-26
OCR00710,"USB Mindlink","Kabuki: Quantum Fighter",2002-07-14
OCR02956,"Love Everlasting","Katamari Damacy",2014-08-15
OCR02392,"Prelude, Fugue, and Groove","Katamari Damacy",2012-02-27
OCR02732,"stands like a statue, becomes part of the machine","Kid Chameleon",2013-08-26
OCR00371,"Funky Dungeon","Kid Icarus",2001-06-23
OCR01088,"Megalo Kid March","Kid Icarus",2003-12-20
OCR00547,"Killer Instincts Enhanced","Killer Instinct",2002-02-23
OCR00406,"Reflex","Killer Instinct",2001-08-22
OCR01282,"The Wolf of the Opera","Killer Instinct",2004-12-08
OCR02126,"End of the Adventure","King Kong 2: Yomigaeru Densetsu",2010-11-20
OCR00777,"Concerning Daventry","King's Quest V: Absence Makes the Heart Go Yonder",2002-09-17
OCR01229,"Above the Rising Falls","Kingdom Hearts",2004-08-10
OCR01980,"Destiny Forgotten","Kingdom Hearts",2010-01-29
OCR01325,"New Beginnings","Kingdom Hearts",2005-03-07
OCR03532,"Protect Your Kingdom","Kingdom Hearts",2017-04-24
OCR03047,"Simply Be-groove-ed","Kingdom Hearts",2014-12-11
OCR03021,"Trinity","Kingdom Hearts",2014-11-13
OCR01746,"Duet of the Keyblade Masters","Kingdom Hearts II",2008-08-23
OCR01729,"That's What You Get","Kingdom Hearts: Chain of Memories",2008-07-02
OCR01701,"Kirby's Mystical Mirror","Kirby & The Amazing Mirror",2008-04-13
OCR03041,"Aqua Tides","Kirby 64: The Crystal Shards",2014-12-11
OCR01915,"Dark Matter","Kirby 64: The Crystal Shards",2009-10-11
OCR03452,"Interstellar Action","Kirby 64: The Crystal Shards",2016-11-17
OCR02750,"Tough It Out!","Kirby 64: The Crystal Shards",2013-10-01
OCR03318,"Frozen Fantasie","Kirby Air Ride",2016-03-10
OCR02643,"Blowing Bubbles in Space","Kirby Super Star",2013-04-24
OCR02622,"Chef Kawasaki's 16-bit Jazz Orchestra - Walkway of Stars","Kirby Super Star",2013-03-11
OCR02621,"Don't Hold My Breath","Kirby Super Star",2013-03-11
OCR00868,"Floating Islands of Grand Beach Manitoba","Kirby Super Star",2002-12-05
OCR03543,"Fluffball Rampage","Kirby Super Star",2017-05-10
OCR03029,"Food Frenzy","Kirby Super Star",2014-11-26
OCR00612,"Green Greens (Contagious Eye Infection)","Kirby Super Star",2002-05-01
OCR03085,"Kirb Your Enthusiasm","Kirby Super Star",2015-02-13
OCR02934,"Mummy Dance","Kirby Super Star",2014-07-15
OCR02254,"Ska Buffet (All You Can Eat: Clean Version)","Kirby Super Star",2011-06-22
OCR02623,"Spelunking in Space","Kirby Super Star",2013-03-11
OCR02624,"The Incredible Star Machine","Kirby Super Star",2013-03-11
OCR02625,"The Savior of Dream Land","Kirby Super Star",2013-03-11
OCR01455,"Victory Festival","Kirby Super Star",2006-02-12
OCR02845,"Warrior of the Galaxy","Kirby Super Star Ultra",2014-03-05
OCR01369,"Cosmic Transformations","Kirby's Adventure",2005-06-25
OCR02753,"Double Rainbow","Kirby's Adventure",2013-10-07
OCR01402,"The Ballad of Sir Kibbles","Kirby's Adventure",2005-09-11
OCR02611,"Welcome to Rainbow Resort","Kirby's Adventure",2013-02-20
OCR02024,"Breakout","Kirby's Block Ball",2010-04-19
OCR02109,"Bias, Groove","Kirby's Dream Land",2010-10-11
OCR00473,"Bubbly Cloud Cafe","Kirby's Dream Land",2001-12-05
OCR02862,"Cabbage Salad","Kirby's Dream Land",2014-04-04
OCR01257,"Chopinesque Kirby","Kirby's Dream Land",2004-10-22
OCR02849,"Dream Land Dance Party","Kirby's Dream Land",2014-03-12
OCR02439,"Gliding on a Silver Lining","Kirby's Dream Land",2012-05-21
OCR01564,"Breakbeat Forest","Kirby's Dream Land 2",2007-03-27
OCR01751,"Puffball Promenade","Kirby's Dream Land 2",2008-09-05
OCR03175,"Dreamin' of Them Funky Ripples!","Kirby's Dream Land 3",2015-07-13
OCR03413,"Kirbland","Kirby's Dream Land 3",2016-08-29
OCR01902,"I Want You Inside Me","Kirby: Canvas Curse",2009-09-12
OCR01709,"Nine Inch Klax","Klax",2008-05-07
OCR03283,"Chaotic 5","Knuckles' Chaotix",2015-12-31
OCR01925,"Door into Chaotix","Knuckles' Chaotix",2009-10-28
OCR00517,"Door into Summer","Knuckles' Chaotix",2002-01-29
OCR03524,"Dreams of Summer","Knuckles' Chaotix",2017-04-03
OCR00565,"Sound Test","Kung Fu",2002-03-13
OCR03191,"The Champion","Kunio Kun no Nekketsu Soccer League",2015-08-14
OCR03485,"Monumental Subterranean eXploration","La-Mulana",2017-01-25
OCR03127,"Sakit Chills Out","La-Mulana",2015-05-04
OCR00602,"Dwarfunk","Lagoon",2002-04-23
OCR01380,"Rare Mineral Addict","Landstalker: The Treasures of King Nole",2005-07-21
OCR01971,"The Prophecy of Alhazard","Langrisser II",2010-01-08
OCR01217,"Mission Recalled","Laser Squad",2004-07-18
OCR02273,"Central Park (Metal Mix)","Last Ninja 2: Back with a Vengeance",2011-08-05
OCR00829,"Legendary Strings","Legendary Wings",2002-11-02
OCR03257,"Larry","Leisure Suit Larry in the Land of the Lounge Lizards",2015-11-16
OCR01677,"Larry's Funky House of Lowe","Leisure Suit Larry in the Land of the Lounge Lizards",2008-01-26
OCR00105,"DABOMB","Lemmings",2000-08-28
OCR00568,"Let's Go Dance","Lemmings",2002-03-15
OCR00538,"Lounge Lemmings","Lemmings",2002-02-15
OCR01779,"Dig This!","Lemmings",2008-11-20
OCR03547,"Extinction Party","Lemmings",2017-05-18
OCR02756,"The Fog of War","Lemmings 3D",2013-10-10
OCR00578,"Pharoah Land","Life Force",2002-03-28
OCR01192,"Tactile Freefall","Life Force",2004-06-08
OCR01122,"Temple of Life","Life Force",2004-02-15
OCR00838,"Bio Tech","Lightening Force: Quest for the Darkstar",2002-11-13
OCR02597,"Not Another Full Metal Squad!","Lightening Force: Quest for the Darkstar",2013-01-31
OCR02585,"OMAKE 8 (Type-R)","Lightening Force: Quest for the Darkstar",2013-01-16
OCR01154,"Space Drifter","Linus Spacehead",2004-04-08
OCR00515,"Goodnight, Little Nemo","Little Nemo: The Dream Master",2002-01-25
OCR00499,"Nemo for Strings","Little Nemo: The Dream Master",2002-01-17
OCR01206,"Nightmare King's Dream","Little Nemo: The Dream Master",2004-06-29
OCR01860,"Sunshine Through My Window","Little Nemo: The Dream Master",2009-06-22
OCR01874,"Giant Robot Bonanza","Live A Live",2009-07-18
OCR01279,"The Siege of Kenilworth Castle","Lords of the Realm II",2004-12-05
OCR01935,"A Mighty Enemy on the Battlefield","Lost Odyssey",2009-11-13
OCR01899,"Ubon Orih, Latrom Mieht","Lost Odyssey",2009-08-31
OCR01215,"In the Air Mix","Lost Patrol",2004-07-16
OCR00073,"Overdrive","Lotus II R.E.C.S.",2002-10-04
OCR00904,"2K3 (Nectarine Mix)","Lotus Turbo Challenge 2",2003-01-18
OCR00503,"Fear and Courage","Lufia & The Fortress of Doom",2002-01-19
OCR01809,"Flowers, Life and Memory","Lufia & The Fortress of Doom",2009-02-21
OCR00830,"Lufia's Dream","Lufia & The Fortress of Doom",2002-11-03
OCR01468,"Metastatic Bloodline","Lufia & The Fortress of Doom",2006-04-09
OCR00705,"The Final Reunion","Lufia & The Fortress of Doom",2002-07-12
OCR00887,"Christmas in the Village (Silver Bells)","Lufia II: Rise of the Sinistrals",2002-12-24
OCR01795,"Last Chance","Lufia II: Rise of the Sinistrals",2009-01-05
OCR00300,"Mystery in Red","Lufia II: Rise of the Sinistrals",2001-03-17
OCR00644,"Of Sinistrals and Men","Lufia II: Rise of the Sinistrals",2001-05-01
OCR03567,"Sapphire Oceans","Lufia II: Rise of the Sinistrals",2017-06-28
OCR03386,"Searing Aggression","Lufia II: Rise of the Sinistrals",2016-07-12
OCR02096,"The Very End","Lufia II: Rise of the Sinistrals",2010-09-15
OCR00645,"Time Preserved ~ April Showers","Lufia II: Rise of the Sinistrals",2001-05-30
OCR00978,"Turbid Guidance","Lufia II: Rise of the Sinistrals",2003-05-02
OCR00809,"That Balcony Thing","Luigi's Mansion",2002-10-13
OCR02961,"The Clocktower","Luigi's Mansion: Dark Moon",2014-08-21
OCR02438,"Autumn Painter","Luminous Arc",2012-05-21
OCR03498,"Blue Star Prayer","Lunar 2: Eternal Blue Complete",2017-02-14
OCR00796,"Orange October","Lunar: Eternal Blue",2002-10-02
OCR02234,"A Dream That Seems Far Off","Lunar: Silver Star Story Complete",2011-04-28
OCR00498,"Blue Lament","Lunar: The Silver Star",2002-01-13
OCR00802,"Meribia Nights","Lunar: The Silver Star",2002-10-10
OCR00214,"Singing Pretzel","Lunar: The Silver Star",2000-12-24
OCR00653,"virt's Madness","M&M's Minis Madness",2002-05-23
OCR00472,"po! kidz","M.C. Kids",2001-12-03
OCR00372,"For the Love of 2D","M.U.S.H.A.",2001-06-23
OCR00746,"Mach Schnell","Mach Rider",2002-08-24
OCR02322,"Smashinarium","Machinarium",2011-11-08
OCR00900,"Drum 'n J-pop","Magical Drop III",2003-01-13
OCR00762,"Enigmatic Lunacy","Magical Drop III",2002-09-03
OCR01005,"Flashbulb Junk","Maniac Mansion",2003-07-06
OCR00202,"Manic Mugenical","Maniac Mansion",2000-12-16
OCR00186,"[go w*ld]","Maniac Mansion",2000-11-28
OCR01509,"The Great Tentacle Pianist","Maniac Mansion: Day of the Tentacle",2006-09-24
OCR02504,"Sunrise over Mardia","MapleStory",2012-10-08
OCR01373,"Neo-Pacificist","Marathon",2005-07-07
OCR01659,"The Forerunner Mix (Alpha)","Marathon",2007-12-21
OCR01660,"The Forerunner Mix (Beta)","Marathon",2007-12-21
OCR01873,"The Forerunner Mix (Gamma)","Marathon",2009-07-18
OCR01102,"Marble Dancefloor","Marble Madness",2004-01-14
OCR01969,"raMble and Mess","Marble Madness",2010-01-05
OCR00755,"Sphercular Kinetics","Marble Madness",2002-08-28
OCR02287,"Fore on the Floor","Mario Golf",2011-09-01
OCR01706,"Day's End","Mario Kart 64",2008-04-25
OCR00396,"Dream Racing","Mario Kart 64",2001-07-16
OCR01107,"Frappe Cafe Vibe","Mario Kart 64",2004-01-23
OCR01792,"Holiday Frappe","Mario Kart 64",2008-12-25
OCR01069,"Party in the Snowland","Mario Kart 64",2003-11-11
OCR02798,"Radiance","Mario Kart 64",2013-12-20
OCR01188,"Rainbow Snowland","Mario Kart 64",2004-06-03
OCR01653,"Charade","Mario Kart DS",2007-11-29
OCR03530,"Wind in Your Hair","Mario Kart Wii",2017-04-18
OCR03555,"Shredding the Rainbow","Mario Kart: Double Dash!!",2017-06-08
OCR00685,"bLiNd Is Dah BomB!","Mario Paint",2002-06-23
OCR01461,"Intense Color","Mario Paint",2006-03-05
OCR00537,"Load/Save the Last Trip-Hop for Me","Mario Paint",2002-02-15
OCR03418,"Pickin' Colors","Mario Paint",2016-09-12
OCR00630,"Messatsu Gou-Techno","Marvel Super Heroes vs. Street Fighter",2002-05-16
OCR01981,"Chun-Li (Nemesis Mix)","Marvel vs. Capcom: Clash of Super Heroes",2010-01-29
OCR02810,"Full Paragon","Mass Effect",2014-01-01
OCR02036,"Nova Siberia","Mass Effect",2010-05-20
OCR02592,"Saren's Prayer","Mass Effect",2013-01-26
OCR02157,"Uncharted Depths","Mass Effect",2011-01-05
OCR02037,"The Sound of the Galaxy","Mass Effect 2",2010-05-20
OCR03350,"Saving Earth","Mass Effect 3",2016-05-09
OCR01563,"Tragedy of a Bullet","Max Payne",2007-03-18
OCR00714,"Wawoow! Training Exercises","MechWarrior 2: Mercenaries",2002-07-20
OCR02709,"Call of the Cut Man","Mega Man",2013-07-27
OCR00523,"Circuit Breaker","Mega Man",2002-02-02
OCR02626,"Cruise Control","Mega Man",2013-03-15
OCR00201,"Cut Man Sonata","Mega Man",2000-12-10
OCR01953,"Cut Man's Lullaby","Mega Man",2009-12-11
OCR02553,"Drag Me Up (to Heaven)","Mega Man",2012-12-06
OCR00053,"Elec Man YPOI","Mega Man",2000-05-08
OCR01399,"Electrolytic Man","Mega Man",2005-09-05
OCR02147,"Light's Out","Mega Man",2010-12-17
OCR02102,"Morning Walk in the Burning City","Mega Man",2010-09-27
OCR02586,"Pull the Plug","Mega Man",2013-01-17
OCR00413,"Set Me Up the Bomb Man","Mega Man",2001-08-27
OCR03056,"The Iceman Clubbeth","Mega Man",2014-12-29
OCR02441,"Wonderful Shadows by the Electric Sheep Orchestra (stereo)","Mega Man",2012-05-29
OCR02148,"Treasure Hunter","Mega Man & Bass",2010-12-21
OCR02655,"Bleets of Lightning","Mega Man 10",2013-05-09
OCR03486,"Chivalrous Medicinal Murder","Mega Man 10",2017-01-26
OCR02530,"Solarcoil","Mega Man 10",2012-11-14
OCR02711,"Totally Rad Winter","Mega Man 10",2013-08-01
OCR02666,"Acid Flashbacks","Mega Man 2",2013-05-26
OCR02208,"Air Shooter","Mega Man 2",2011-03-25
OCR02449,"Blowin'em Outta the Water","Mega Man 2",2012-06-15
OCR00143,"Bubble Man (Electron Mix)","Mega Man 2",2000-10-17
OCR00353,"Bubble Man (wants to get) Funked Up","Mega Man 2",2001-05-26
OCR02507,"Bubbling Adrenaline","Mega Man 2",2012-10-12
OCR01175,"Chillout","Mega Man 2",2004-05-22
OCR02041,"Coiled Copper Wire","Mega Man 2",2010-05-27
OCR01986,"Cold Metal","Mega Man 2",2010-02-09
OCR00536,"Cranium Castle","Mega Man 2",2002-02-15
OCR00379,"Crash and Burn","Mega Man 2",2001-07-09
OCR00504,"Crash Test Dummy Man","Mega Man 2",2002-01-19
OCR00570,"Crashed Men","Mega Man 2",2002-03-17
OCR03397,"Dark Depths of Wily's Castle","Mega Man 2",2016-07-29
OCR02070,"Dokuta Wairi, Rival to the Light","Mega Man 2",2010-07-17
OCR00704,"Dr. Wily Haunts Flash Man","Mega Man 2",2002-07-09
OCR01889,"Dr. Wily Symphonic","Mega Man 2",2009-08-09
OCR01025,"Dr. Wily's Wedding","Mega Man 2",2003-08-18
OCR00145,"Evil Horde Heat Man","Mega Man 2",2000-10-17
OCR00067,"Flash Fire","Mega Man 2",2000-06-18
OCR03125,"Flash Man and the Sorcerer's Stone Man","Mega Man 2",2015-04-30
OCR02121,"For You","Mega Man 2",2010-11-05
OCR01699,"Heat Man (Ignition Mix)","Mega Man 2",2008-04-05
OCR00490,"Hot Flashes Man","Mega Man 2",2001-12-25
OCR01071,"It's About Time","Mega Man 2",2003-11-12
OCR02417,"Laser Quick","Mega Man 2",2012-04-13
OCR02224,"Leaf Storm","Mega Man 2",2011-04-15
OCR02614,"Light Your Way","Mega Man 2",2013-02-23
OCR02215,"Mechanical Flare","Mega Man 2",2011-04-02
OCR00848,"Metal Man Goes Clubbing","Mega Man 2",2002-11-20
OCR01702,"Nuclear Flash","Mega Man 2",2008-04-16
OCR01329,"Oxygen Flare","Mega Man 2",2005-03-16
OCR00629,"Project X2 - Crash Man","Mega Man 2",2002-05-16
OCR00657,"Project X2 - Metal Man","Mega Man 2",2002-05-25
OCR00625,"Project X2 - Title Screen","Mega Man 2",2002-05-11
OCR00470,"Quick Draw","Mega Man 2",2001-12-01
OCR02685,"Quick!!","Mega Man 2",2013-06-28
OCR00563,"Rapid Fire","Mega Man 2",2002-03-10
OCR00048,"ROBOVoice","Mega Man 2",2000-05-03
OCR02200,"Smooth Steel","Mega Man 2",2011-03-09
OCR00375,"Soap and Water","Mega Man 2",2001-07-02
OCR00364,"Stainless Steel","Mega Man 2",2001-06-15
OCR00786,"Teardrinker","Mega Man 2",2002-09-24
OCR00210,"Tekno Wily","Mega Man 2",2000-12-19
OCR01687,"The Annihilation of Monsteropolis","Mega Man 2",2008-03-01
